sensor,x,y,z,t_ms
acc,-0.042,-0.023,0.9335,2391.6
gyr,-7,61,2,2394.2
acc,-0.035,-0.039,0.8945,2395.2
acc,-0.023,-0.015,0.9257,2396.1
acc,-0.023,-0.015,0.9257,2397.0
acc,-0.054,0.0,0.875,2397.9
gyr,-4,61,7,2399.6
acc,-0.023,-0.031,0.8867,2400.6
acc,-0.027,-0.046,0.8945,2401.5
acc,-0.035,-0.015,0.9453,2402.4
acc,-0.023,0.0,0.9257,2403.3
acc,-0.023,0.0,0.9257,2404.3
comp,356.96,-34.96,641.24,2407.7
acc,-0.039,-0.035,0.8710,2408.7
acc,-0.035,-0.027,0.9062,2409.6
acc,-0.039,-0.015,0.8242,2410.5
acc,-0.039,-0.015,0.8242,2411.4
gyr,-6,63,2,2413.2
acc,-0.035,-0.035,0.875,2414.1
acc,-0.035,-0.035,0.875,2415.1
acc,-0.042,-0.035,0.8945,2416.0
acc,-0.042,-0.023,0.9453,2416.9
gyr,-5,62,4,2418.6
acc,-0.031,-0.031,0.8906,2419.5
acc,-0.015,-0.039,0.8632,2420.4
acc,-0.027,-0.039,0.8828,2421.3
acc,-0.027,-0.039,0.8828,2422.2
acc,-0.082,-0.035,0.8867,2423.1
comp,357.88,-36.8,647.68,2426.5
acc,-0.031,-0.042,0.8867,2427.5
acc,-0.031,-0.042,0.8867,2428.4
acc,-0.031,-0.007,0.8320,2429.3
acc,-0.027,-0.007,0.9101,2430.2
gyr,-9,63,5,2431.9
acc,-0.035,-0.039,0.8828,2432.9
acc,-0.011,0.0,0.875,2433.8
acc,0.0156,-0.042,0.8515,2434.7
acc,0.0156,-0.042,0.8515,2435.6
gyr,-6,62,4,2437.3
acc,-0.031,-0.023,0.8828,2438.2
acc,-0.011,-0.035,0.8906,2439.1
acc,0.0156,-0.046,0.8906,2440.0
acc,-0.027,-0.007,0.8945,2441.0
acc,-0.027,-0.007,0.8945,2441.9
comp,357.88,-36.8,647.68,2445.6
acc,-0.035,-0.035,0.8789,2446.5
acc,-0.035,-0.035,0.8671,2447.4
acc,-0.093,0.0078,0.8867,2448.4
acc,-0.046,-0.035,0.8789,2449.3
gyr,-8,65,10,2451.0
acc,-0.023,-0.035,0.8984,2451.9
acc,-0.023,-0.035,0.8984,2452.8
acc,-0.015,0.0039,0.8984,2453.7
acc,-0.023,-0.023,0.8828,2454.6
gyr,-4,63,3,2458.0
acc,-0.058,-0.031,0.875,2459.1
acc,-0.058,-0.031,0.875,2460.0
acc,-0.019,0.0078,0.8867,2460.9
acc,-0.011,-0.027,0.9140,2461.8
acc,-0.031,-0.023,0.8906,2462.8
comp,357.88,-36.8,647.68,2466.2
acc,-0.035,-0.031,0.8789,2467.1
acc,-0.042,-0.054,0.8789,2468.0
acc,-0.035,-0.046,0.8906,2468.9
acc,-0.035,-0.046,0.8906,2469.8
gyr,-5,64,6,2471.5
acc,-0.062,-0.042,0.875,2472.4
acc,-0.062,-0.042,0.875,2473.4
acc,-0.031,-0.042,0.9179,2474.3
acc,0.0273,-0.039,0.9765,2475.2
gyr,-8,65,5,2476.9
acc,-0.031,-0.039,0.9023,2477.8
acc,-0.019,-0.015,0.8828,2478.7
acc,-0.046,-0.070,0.9765,2479.6
acc,-0.046,-0.070,0.9765,2480.6
acc,-0.050,-0.023,0.7890,2481.5
comp,356.96,-34.04,642.16,2484.8
acc,-0.046,-0.027,0.8710,2485.8
acc,-0.046,-0.027,0.8710,2486.7
acc,-0.074,-0.027,0.9140,2487.6
acc,-0.046,-0.015,0.9687,2488.5
gyr,-3,63,8,2490.2
acc,-0.039,-0.035,0.8984,2491.2
acc,0.0117,-0.027,0.8906,2492.1
acc,-0.027,0.0078,0.9140,2493.0
acc,-0.027,0.0078,0.9140,2493.9
gyr,-6,60,10,2496.8
acc,-0.039,-0.035,0.8828,2497.7
acc,-0.039,-0.031,0.8632,2498.6
acc,-0.042,-0.027,0.9375,2499.6
acc,0.0,-0.015,0.9414,2500.5
acc,0.0,-0.015,0.9414,2501.4
comp,356.96,-34.04,642.16,2505.0
acc,-0.031,-0.015,0.8906,2505.9
acc,0.0117,-0.035,0.8828,2506.9
acc,-0.031,-0.031,0.8671,2507.8
acc,-0.031,-0.031,0.8671,2508.7
gyr,-7,63,6,2510.4
acc,-0.031,-0.054,0.8906,2511.3
acc,-0.031,-0.054,0.8906,2512.2
acc,-0.023,-0.019,0.9335,2513.1
acc,0.0195,-0.031,0.8437,2514.0
gyr,-7,67,5,2516.0
acc,-0.035,-0.027,0.8828,2517.0
acc,-0.039,-0.019,0.8984,2517.9
acc,-0.023,-0.023,0.8164,2518.8
acc,-0.085,-0.011,0.9023,2519.7
acc,-0.085,-0.011,0.9023,2520.6
comp,356.96,-34.04,642.16,2524.0
acc,-0.035,-0.023,0.8906,2524.9
acc,-0.082,-0.042,0.8945,2525.9
acc,-0.082,-0.042,0.8945,2526.8
acc,-0.019,-0.039,0.8867,2527.7
gyr,-7,65,5,2529.4
acc,-0.039,-0.042,0.8867,2530.3
acc,-0.062,-0.035,0.8710,2531.2
acc,-0.031,-0.015,0.8632,2532.1
acc,-0.066,-0.027,0.8984,2533.0
gyr,-7,62,4,2535.3
acc,-0.019,-0.039,0.8867,2536.2
acc,-0.042,-0.039,0.8945,2537.2
acc,-0.015,-0.027,0.8593,2538.1
acc,-0.015,-0.027,0.8593,2539.0
acc,-0.054,0.0078,0.8867,2539.9
comp,356.04,-34.04,642.16,2543.3
acc,-0.035,-0.031,0.8789,2544.2
acc,-0.039,-0.027,0.8945,2545.2
acc,-0.039,-0.027,0.8945,2546.1
acc,-0.042,0.0078,0.8867,2547.0
gyr,-8,65,4,2549.1
acc,-0.046,-0.039,0.875,2550.1
acc,-0.046,-0.039,0.875,2551.1
acc,0.0234,-0.035,0.8671,2552.0
acc,-0.031,-0.019,0.8984,2553.0
gyr,-5,62,4,2554.8
acc,-0.035,-0.031,0.8671,2555.8
acc,-0.074,-0.046,0.875,2556.7
acc,-0.035,0.0234,0.8984,2557.6
acc,-0.035,-0.015,0.875,2558.5
acc,-0.035,-0.015,0.875,2559.4
comp,356.04,-34.04,642.16,2562.8
acc,-0.042,-0.031,0.8789,2563.7
acc,-0.011,-0.015,0.8671,2564.6
acc,-0.011,-0.015,0.8671,2565.5
acc,-0.031,0.0,0.8515,2566.5
gyr,-8,64,5,2568.6
acc,-0.035,-0.027,0.8867,2569.5
acc,-0.035,-0.027,0.8867,2570.4
acc,-0.019,0.0117,0.8984,2571.4
acc,-0.031,-0.007,0.8828,2572.3
gyr,-10,63,3,2574.2
acc,-0.039,-0.027,0.8828,2575.1
acc,-0.035,-0.050,0.9023,2576.0
acc,-0.015,-0.031,0.8867,2576.9
acc,-0.015,-0.031,0.8867,2577.9
acc,-0.015,-0.011,0.8359,2578.8
comp,356.04,-34.04,642.16,2582.2
acc,-0.015,-0.035,0.8828,2583.1
acc,-0.050,-0.058,1.0039,2584.0
acc,-0.050,-0.058,1.0039,2584.9
acc,-0.058,-0.007,0.9375,2585.8
gyr,-6,63,9,2587.9
acc,-0.031,-0.042,0.875,2588.8
acc,-0.031,-0.042,0.875,2589.8
acc,-0.039,-0.027,0.8789,2590.7
acc,-0.031,-0.019,0.9179,2591.6
gyr,-5,64,5,2593.5
acc,-0.039,-0.039,0.8867,2594.5
acc,0.0,-0.046,0.8789,2595.4
acc,-0.042,-0.023,0.8710,2596.3
acc,-0.042,-0.023,0.8710,2597.2
acc,-0.027,-0.039,0.9023,2598.1
comp,356.04,-34.04,642.16,2601.5
acc,-0.031,-0.039,0.8554,2602.5
acc,-0.050,-0.015,0.9062,2603.4
acc,-0.050,-0.015,0.9062,2604.3
acc,-0.027,-0.015,0.8828,2605.2
gyr,-7,65,7,2606.9
acc,-0.023,-0.031,0.8906,2607.8
acc,-0.031,0.0,0.8710,2608.7
acc,-0.054,-0.019,0.8789,2609.6
acc,-0.054,-0.019,0.8789,2610.6
gyr,-5,66,7,2612.6
acc,-0.035,-0.035,0.8867,2613.6
acc,-0.019,-0.019,0.8984,2614.5
acc,-0.019,-0.019,0.8984,2615.4
acc,-0.023,0.0078,0.9414,2616.3
acc,0.0,0.0234,0.9218,2617.2
comp,358.8,-35.88,641.24,2620.6
acc,-0.023,-0.046,0.8789,2621.5
acc,-0.027,-0.023,0.875,2622.5
acc,-0.070,-0.039,0.8906,2623.4
acc,-0.019,-0.035,0.8593,2624.3
gyr,-6,60,1,2627.0
acc,-0.035,-0.042,0.8828,2628.0
acc,-0.042,0.0273,0.9023,2628.9
acc,-0.042,0.0273,0.9023,2629.8
acc,-0.019,-0.007,0.8554,2630.7
gyr,-8,61,6,2632.6
acc,-0.039,-0.027,0.8710,2633.6
acc,-0.062,-0.035,0.8476,2634.5
acc,-0.007,-0.035,0.9062,2635.4
acc,-0.027,-0.023,0.8710,2636.3
acc,-0.027,-0.023,0.8710,2637.2
comp,358.8,-35.88,641.24,2640.9
acc,-0.031,-0.027,0.8828,2641.8
acc,-0.035,0.0117,0.8828,2642.8
acc,-0.023,-0.019,0.8867,2643.7
acc,-0.023,-0.019,0.8867,2644.6
gyr,-2,63,4,2646.5
acc,-0.046,-0.027,0.8710,2647.5
acc,-0.023,-0.039,0.8906,2648.4
acc,-0.023,-0.039,0.8906,2649.3
acc,-0.046,-0.035,0.8710,2650.2
gyr,-8,64,4,2652.1
acc,-0.035,-0.035,0.8828,2653.1
acc,-0.042,-0.035,0.8828,2654.0
acc,-0.031,-0.015,0.9218,2654.9
acc,-0.039,-0.015,0.9023,2655.8
acc,-0.039,-0.015,0.9023,2656.7
comp,358.8,-35.88,641.24,2660.4
acc,-0.042,-0.015,0.875,2661.3
acc,0.0078,-0.031,0.8281,2662.3
acc,-0.027,-0.019,0.8437,2663.2
acc,-0.031,-0.015,0.8593,2664.1
gyr,-6,63,4,2666.0
acc,-0.019,-0.031,0.8828,2666.9
acc,-0.023,-0.023,0.9101,2667.9
acc,-0.023,-0.023,0.9101,2668.8
acc,-0.007,-0.050,0.9062,2669.7
gyr,-8,64,2,2671.6
acc,-0.027,-0.042,0.8828,2672.6
acc,-0.027,-0.042,0.8828,2673.5
acc,-0.042,-0.007,0.9375,2674.4
acc,-0.027,0.0,0.8789,2675.3
acc,-0.015,-0.054,0.8398,2676.2
comp,356.04,-34.04,642.16,2679.9
acc,-0.035,-0.027,0.875,2680.8
acc,-0.015,-0.019,0.8867,2681.7
acc,-0.019,-0.027,0.9023,2682.6
acc,-0.054,-0.019,0.9023,2683.6
gyr,-8,60,4,2685.4
acc,-0.035,-0.035,0.8789,2686.4
acc,-0.027,-0.019,0.8867,2687.3
acc,-0.027,-0.019,0.8867,2688.3
acc,-0.023,-0.019,0.8867,2689.2
gyr,-6,62,3,2691.1
acc,-0.042,-0.042,0.8828,2692.0
acc,-0.042,-0.042,0.8828,2693.0
acc,-0.019,-0.023,0.8515,2693.9
acc,-0.046,-0.031,0.8906,2694.8
acc,-0.101,0.0273,0.8867,2695.7
comp,356.04,-34.04,642.16,2699.4
acc,-0.023,-0.046,0.875,2700.3
acc,-0.042,-0.039,0.8984,2701.3
acc,0.0195,-0.070,0.8789,2702.2
acc,-0.027,-0.023,0.8710,2703.1
gyr,-8,64,6,2705.0
acc,-0.035,-0.019,0.875,2705.9
acc,-0.039,-0.011,0.8632,2706.8
acc,-0.058,0.0273,0.8515,2707.7
acc,-0.058,0.0273,0.8515,2708.6
gyr,-7,62,0,2710.5
acc,-0.039,-0.027,0.8632,2711.5
acc,-0.039,-0.027,0.8632,2712.4
acc,-0.039,-0.031,0.8632,2713.3
acc,-0.035,-0.054,0.9101,2714.2
acc,-0.011,-0.042,0.7929,2715.1
comp,356.04,-34.04,642.16,2718.7
acc,-0.035,-0.031,0.8945,2719.7
acc,-0.011,-0.023,0.875,2720.6
acc,-0.023,-0.019,0.8437,2721.6
acc,0.0,-0.035,0.9453,2722.5
gyr,-7,65,9,2724.3
acc,-0.027,-0.035,0.8710,2725.3
acc,-0.050,0.0078,0.8828,2726.2
acc,-0.035,-0.042,0.8671,2727.2
acc,-0.035,-0.042,0.8671,2728.1
gyr,-5,65,6,2730.0
acc,-0.039,-0.035,0.8476,2731.0
acc,-0.039,-0.035,0.8476,2731.9
acc,-0.019,-0.015,0.8906,2732.8
acc,-0.019,-0.042,0.8984,2733.7
acc,-0.046,-0.015,0.9140,2734.6
comp,357.88,-34.04,641.24,2738.3
acc,-0.035,-0.039,0.8828,2739.2
acc,-0.039,-0.058,0.8828,2740.2
acc,-0.039,-0.027,0.8945,2741.1
acc,-0.023,-0.023,0.9023,2742.0
gyr,-8,64,4,2743.8
acc,-0.031,-0.035,0.875,2744.8
acc,-0.046,-0.027,0.8046,2745.7
acc,-0.011,-0.027,0.8320,2746.6
acc,-0.011,-0.027,0.8320,2747.5
gyr,-7,64,8,2749.4
acc,-0.027,-0.039,0.8867,2750.4
acc,-0.027,-0.039,0.8867,2751.3
acc,-0.039,-0.027,0.8671,2752.2
acc,-0.023,-0.050,0.9531,2753.2
acc,-0.031,-0.027,0.8671,2754.1
comp,357.88,-34.04,641.24,2757.7
acc,-0.039,-0.042,0.8828,2758.7
acc,-0.035,-0.023,0.8554,2759.6
acc,-0.011,-0.035,0.8789,2760.5
acc,-0.023,-0.035,0.875,2761.4
gyr,-7,65,2,2763.4
acc,-0.031,-0.031,0.8945,2764.3
acc,-0.027,-0.023,0.8984,2765.3
acc,-0.050,-0.050,0.8632,2766.2
acc,-0.050,-0.050,0.8632,2767.1
gyr,-8,63,4,2769.0
acc,-0.027,-0.039,0.8945,2769.9
acc,-0.035,-0.023,0.9062,2770.8
acc,-0.035,-0.023,0.9062,2771.7
acc,-0.039,-0.031,0.8984,2772.6
acc,-0.058,-0.023,0.875,2773.6
comp,357.88,-34.04,641.24,2777.2
acc,-0.027,-0.011,0.8828,2778.1
acc,-0.027,-0.011,0.8828,2779.1
acc,-0.019,-0.019,0.875,2780.0
acc,-0.019,0.0117,0.9257,2780.9
gyr,-5,64,0,2782.7
acc,-0.019,-0.058,0.875,2783.7
acc,-0.031,-0.023,0.8437,2784.6
acc,-0.019,-0.062,0.8945,2785.5
acc,-0.019,-0.062,0.8945,2786.4
gyr,-4,66,2,2788.3
acc,-0.042,-0.027,0.8828,2789.3
acc,-0.042,-0.027,0.8828,2790.2
acc,-0.070,-0.019,0.8671,2791.1
acc,-0.089,-0.035,0.8828,2792.0
acc,-0.050,-0.011,0.9101,2792.9
comp,357.88,-34.04,641.24,2796.5
acc,-0.042,-0.023,0.8867,2797.5
acc,-0.035,-0.035,0.8632,2798.4
acc,-0.042,-0.007,0.8632,2799.3
acc,-0.031,-0.019,0.8671,2800.2
gyr,-4,64,5,2802.1
acc,-0.031,-0.042,0.8828,2803.1
acc,-0.058,-0.046,0.9531,2804.0
acc,-0.074,0.0156,0.8906,2804.9
acc,-0.074,0.0156,0.8906,2805.8
gyr,-7,64,4,2807.7
acc,-0.027,-0.031,0.8906,2808.7
acc,-0.027,-0.031,0.8906,2809.6
acc,-0.035,-0.019,0.9335,2810.5
acc,-0.023,-0.019,0.9062,2811.4
acc,-0.007,-0.011,0.9140,2812.3
comp,357.88,-34.96,642.16,2815.9
acc,-0.035,-0.039,0.875,2816.9
acc,-0.027,-0.015,0.8945,2817.8
acc,-0.074,-0.023,0.8984,2818.7
acc,-0.007,-0.046,0.8867,2819.6
gyr,-7,65,5,2821.6
acc,-0.027,-0.039,0.8593,2822.5
acc,-0.023,-0.011,0.9882,2823.4
acc,-0.042,-0.035,0.9179,2824.3
acc,-0.042,-0.035,0.9179,2825.2
gyr,-4,65,3,2827.2
acc,-0.031,-0.031,0.8945,2828.1
acc,-0.031,-0.031,0.8945,2829.0
acc,-0.039,0.0039,0.8906,2830.0
acc,-0.031,0.0429,0.9101,2830.9
acc,0.0,-0.023,0.9101,2831.8
comp,357.88,-34.96,642.16,2835.4
acc,-0.035,-0.039,0.8867,2836.4
acc,-0.042,-0.027,0.8632,2837.3
acc,0.0039,-0.019,0.9023,2838.2
acc,-0.066,-0.015,0.8945,2839.1
gyr,-10,65,7,2841.0
acc,-0.039,-0.035,0.8789,2841.9
acc,-0.050,-0.015,0.8945,2842.9
acc,-0.031,0.0156,0.9726,2843.8
acc,-0.031,0.0156,0.9726,2844.7
gyr,-7,65,6,2846.6
acc,-0.042,-0.027,0.8789,2847.5
acc,-0.042,-0.027,0.8789,2848.5
acc,-0.035,-0.050,0.8554,2849.4
acc,-0.035,-0.050,0.8789,2850.3
acc,-0.035,-0.039,0.9140,2851.2
comp,357.88,-34.96,642.16,2854.9
acc,-0.027,-0.035,0.8671,2855.8
acc,-0.027,-0.035,0.8671,2856.8
acc,-0.046,-0.011,0.8437,2857.7
acc,-0.035,-0.019,0.8710,2858.6
gyr,-5,64,6,2860.5
acc,-0.035,-0.027,0.8984,2861.4
acc,-0.027,0.0156,0.9023,2862.3
acc,-0.023,0.0,0.8828,2863.2
acc,-0.023,0.0,0.8828,2864.2
gyr,-4,64,7,2866.5
acc,-0.027,-0.023,0.8710,2867.5
acc,-0.070,0.0312,0.8984,2868.4
acc,-0.054,-0.007,0.9453,2869.3
acc,-0.054,-0.007,0.9453,2870.2
acc,0.0156,-0.027,0.8554,2871.1
comp,356.96,-34.04,642.16,2874.7
acc,-0.035,-0.035,0.8945,2875.7
acc,-0.031,-0.039,0.9648,2876.6
acc,-0.031,-0.039,0.9648,2877.5
acc,-0.023,-0.039,0.8593,2878.4
gyr,-3,61,3,2880.3
acc,-0.042,-0.046,0.875,2881.3
acc,-0.042,-0.046,0.875,2882.2
acc,-0.066,-0.035,0.8945,2883.1
acc,-0.019,-0.035,0.9296,2884.0
gyr,-6,64,7,2885.9
acc,-0.039,-0.027,0.875,2886.8
acc,-0.046,-0.035,0.8828,2887.7
acc,-0.062,-0.074,0.8906,2888.7
acc,-0.062,-0.074,0.8906,2889.6
acc,-0.011,-0.035,0.8945,2890.5
comp,356.96,-34.04,642.16,2894.1
acc,-0.035,-0.035,0.8945,2895.0
acc,-0.019,-0.050,0.8828,2895.9
acc,-0.019,-0.050,0.8828,2896.8
acc,0.0156,-0.035,0.8515,2897.8
gyr,-6,64,3,2899.6
acc,-0.035,-0.039,0.8945,2900.6
acc,-0.011,-0.031,0.8867,2901.5
acc,-0.023,-0.031,0.9218,2902.4
acc,0.0078,-0.019,0.8867,2903.4
gyr,-8,63,6,2905.3
acc,-0.023,-0.031,0.8906,2906.3
acc,0.0195,-0.027,0.8515,2907.2
acc,0.0234,-0.054,0.8632,2908.1
acc,0.0234,-0.054,0.8632,2909.1
acc,-0.015,-0.035,0.8320,2910.0
comp,356.96,-34.04,642.16,2913.6
acc,-0.039,-0.035,0.8828,2914.6
acc,0.0,-0.031,0.8906,2915.5
acc,0.0,-0.031,0.8906,2916.4
acc,-0.035,-0.039,0.9062,2917.3
gyr,-6,62,7,2919.2
acc,-0.054,-0.050,0.875,2920.2
acc,-0.054,-0.050,0.875,2921.1
acc,-0.027,-0.015,0.875,2922.0
acc,0.0156,-0.023,0.8437,2923.0
gyr,-7,66,3,2924.9
acc,-0.031,-0.027,0.8828,2925.9
acc,-0.054,-0.027,0.8906,2926.8
acc,-0.039,0.0,0.9257,2927.7
acc,-0.062,-0.019,0.8828,2928.6
acc,-0.062,-0.019,0.8828,2929.5
comp,356.96,-34.04,646.76,2933.2
acc,-0.042,-0.031,0.8867,2934.1
acc,-0.019,-0.023,0.9375,2935.1
acc,-0.035,-0.015,0.8242,2936.0
acc,-0.035,-0.015,0.8242,2936.9
gyr,-7,62,10,2938.8
acc,-0.035,-0.027,0.8828,2939.8
acc,-0.035,-0.027,0.8828,2940.7
acc,-0.031,-0.007,0.875,2941.6
acc,-0.050,-0.027,0.9062,2942.5
gyr,-6,66,4,2944.5
acc,-0.035,-0.031,0.8906,2945.4
acc,-0.042,-0.031,0.8789,2946.3
acc,0.0234,-0.035,0.9257,2947.3
acc,-0.027,-0.015,0.8867,2948.2
acc,-0.027,-0.015,0.8867,2949.1
comp,357.88,-34.04,646.76,2952.8
acc,-0.031,-0.031,0.8828,2953.7
acc,-0.023,0.0,0.8984,2954.6
acc,-0.015,-0.042,0.8593,2955.6
acc,-0.015,-0.042,0.8593,2956.5
gyr,-10,64,9,2958.4
acc,-0.031,-0.031,0.8828,2959.3
acc,-0.031,0.0117,0.8710,2960.3
acc,-0.031,0.0117,0.8710,2961.2
acc,-0.027,0.0039,0.8320,2962.1
gyr,-10,62,5,2964.0
acc,-0.035,-0.039,0.875,2965.0
acc,-0.042,-0.007,0.8828,2965.9
acc,-0.031,0.0,0.8632,2966.8
acc,-0.050,-0.046,0.8593,2967.7
acc,-0.050,-0.046,0.8593,2968.6
comp,357.88,-34.04,646.76,2972.3
acc,-0.035,-0.023,0.8945,2973.3
acc,-0.039,-0.066,0.8906,2974.2
acc,-0.042,-0.007,0.875,2975.1
acc,-0.035,0.0195,0.9140,2976.0
gyr,-6,65,5,2977.9
acc,-0.027,-0.039,0.8906,2978.9
acc,-0.007,-0.035,0.8789,2979.8
acc,-0.007,-0.035,0.8789,2980.7
acc,-0.023,-0.042,0.9062,2981.6
gyr,-7,64,6,2983.6
acc,-0.015,-0.027,0.8632,2984.5
acc,-0.015,-0.027,0.8632,2985.4
acc,-0.042,-0.007,0.9179,2986.4
acc,-0.039,-0.011,0.9062,2987.3
acc,-0.015,-0.011,0.9257,2988.2
comp,357.88,-34.04,646.76,2991.9
acc,-0.031,-0.042,0.8906,2992.9
acc,-0.039,-0.023,0.8398,2993.8
acc,-0.027,-0.019,0.9218,2994.7
acc,-0.027,-0.050,0.8828,2995.6
gyr,-4,63,2,2997.5
acc,-0.039,-0.031,0.8789,2998.5
acc,-0.027,-0.023,0.8710,2999.4
acc,-0.050,-0.019,0.9257,3000.3
acc,-0.050,-0.019,0.9257,3001.2
gyr,-6,66,2,3003.2
acc,-0.035,-0.039,0.8554,3004.1
acc,0.0117,-0.039,0.8789,3005.1
acc,0.0117,-0.039,0.8789,3006.0
acc,-0.058,-0.027,0.8632,3006.9
acc,-0.046,-0.011,0.7773,3007.8
comp,356.96,-34.04,642.16,3011.5
acc,-0.042,-0.023,0.8789,3012.4
acc,-0.042,-0.023,0.8789,3013.4
acc,-0.019,-0.035,0.8789,3014.3
acc,-0.039,-0.019,0.8984,3015.2
gyr,-8,63,2,3017.1
acc,-0.031,-0.031,0.8906,3018.0
acc,-0.039,-0.015,0.8710,3018.9
acc,-0.031,-0.011,0.8984,3019.8
acc,-0.031,-0.011,0.8984,3020.8
gyr,-4,65,5,3022.7
acc,-0.035,-0.027,0.8984,3023.6
acc,-0.035,0.0351,0.8671,3024.6
acc,-0.035,0.0351,0.8671,3025.5
acc,-0.035,-0.058,0.8554,3026.4
acc,-0.031,-0.050,0.8789,3027.3
comp,356.96,-34.04,642.16,3031.0
acc,-0.042,-0.031,0.8828,3032.0
acc,-0.042,-0.031,0.8828,3032.9
acc,-0.023,-0.039,0.9218,3033.8
acc,-0.039,-0.046,0.7968,3034.7
gyr,-7,63,3,3036.6
acc,-0.035,-0.035,0.8906,3037.5
acc,-0.031,-0.046,0.8828,3038.5
acc,0.0156,-0.027,0.875,3039.4
acc,-0.031,0.0,0.8593,3040.3
gyr,-9,62,2,3042.1
acc,-0.035,-0.023,0.8828,3043.1
acc,-0.023,0.0664,0.8632,3044.0
acc,-0.023,0.0664,0.8632,3044.9
acc,-0.035,0.0078,0.8828,3045.8
acc,-0.015,-0.050,0.8906,3046.7
comp,356.96,-34.04,642.16,3050.4
acc,-0.027,-0.035,0.875,3051.4
acc,-0.027,-0.035,0.875,3052.3
acc,-0.035,-0.015,0.8554,3053.2
acc,-0.023,-0.007,0.7773,3054.1
gyr,-6,66,5,3056.0
acc,-0.027,-0.035,0.8828,3056.9
acc,-0.042,-0.007,0.8710,3057.9
acc,-0.023,-0.050,0.9335,3058.8
acc,0.0,-0.007,0.9179,3059.7
gyr,-7,64,6,3061.6
acc,-0.031,-0.035,0.8828,3062.6
acc,-0.035,-0.042,0.8984,3063.5
acc,-0.035,-0.042,0.8984,3064.5
acc,-0.027,-0.035,0.8476,3065.4
acc,-0.015,-0.019,0.7968,3066.3
comp,356.96,-34.04,642.16,3069.9
acc,-0.031,-0.031,0.875,3070.9
acc,-0.078,-0.011,0.8632,3071.8
acc,-0.078,-0.011,0.8632,3072.7
acc,-0.027,-0.046,0.8710,3073.7
gyr,-7,62,5,3075.5
acc,-0.035,-0.027,0.8789,3076.5
acc,-0.050,-0.011,0.9218,3077.4
acc,-0.035,-0.039,0.8867,3078.4
acc,-0.015,-0.031,0.8203,3079.3
gyr,-8,65,3,3081.2
acc,-0.035,-0.039,0.8906,3082.2
acc,-0.007,-0.035,0.8789,3083.1
acc,-0.042,-0.027,0.8710,3084.0
acc,-0.042,-0.027,0.8710,3084.9
acc,-0.027,-0.035,0.875,3085.8
comp,356.96,-34.04,642.16,3089.5
acc,-0.035,-0.027,0.8828,3090.4
acc,0.0195,0.0312,0.8828,3091.4
acc,0.0195,0.0312,0.8828,3092.3
acc,-0.035,0.0,0.8906,3093.2
gyr,-7,66,3,3095.1
acc,-0.035,-0.027,0.8906,3096.1
acc,-0.035,-0.023,0.8593,3097.0
acc,-0.035,-0.015,0.8828,3097.9
acc,-0.031,-0.027,0.8281,3098.8
gyr,-7,64,8,3100.7
acc,-0.035,-0.039,0.8710,3101.7
acc,-0.019,-0.070,0.8906,3102.6
acc,-0.027,-0.050,0.8125,3103.5
acc,-0.027,-0.050,0.8125,3104.4
acc,-0.054,-0.031,0.9648,3105.3
comp,356.96,-34.04,642.16,3109.0
acc,-0.019,-0.039,0.8671,3110.0
acc,-0.015,-0.035,0.8632,3110.9
acc,-0.042,-0.015,0.8476,3111.9
acc,-0.042,-0.015,0.8476,3112.8
gyr,-7,64,4,3114.7
acc,-0.042,-0.035,0.9140,3115.6
acc,-0.042,-0.035,0.9140,3116.6
acc,-0.023,0.0078,0.8906,3117.5
acc,-0.042,-0.011,0.9179,3118.4
gyr,-6,64,5,3120.3
acc,-0.027,-0.039,0.8945,3121.2
acc,-0.042,-0.035,0.9218,3122.2
acc,-0.042,0.0273,0.9062,3123.1
acc,-0.042,0.0273,0.9023,3124.0
acc,-0.042,0.0273,0.9023,3124.9
comp,356.96,-34.04,642.16,3128.6
acc,-0.035,-0.035,0.8789,3129.6
acc,-0.007,-0.019,0.9101,3130.5
acc,-0.035,-0.011,0.8554,3131.4
acc,-0.035,-0.011,0.8554,3132.3
gyr,-4,62,4,3134.2
acc,-0.039,-0.031,0.8789,3135.2
acc,-0.007,-0.046,0.8671,3136.1
acc,-0.007,-0.046,0.8671,3137.0
acc,-0.027,-0.082,0.8867,3138.0
gyr,-7,64,4,3139.9
acc,-0.039,-0.023,0.8867,3140.8
acc,-0.027,-0.023,0.8632,3141.7
acc,0.0546,-0.046,0.8867,3142.7
acc,-0.019,0.0078,0.875,3143.6
acc,-0.019,0.0078,0.875,3144.5
comp,356.96,-34.04,642.16,3148.2
acc,-0.035,-0.031,0.8828,3149.2
acc,-0.054,-0.027,0.8906,3150.1
acc,-0.011,-0.015,0.875,3151.0
acc,-0.050,-0.058,0.9335,3151.9
gyr,-6,63,7,3153.8
acc,-0.039,-0.027,0.8828,3154.8
acc,-0.058,-0.023,0.8945,3155.7
acc,-0.058,-0.023,0.8945,3156.6
acc,-0.015,-0.031,0.8515,3157.5
gyr,-9,64,1,3159.4
acc,-0.027,-0.027,0.8828,3160.4
acc,-0.035,-0.035,0.8945,3161.3
acc,-0.023,-0.019,0.8867,3162.2
acc,-0.031,0.0078,0.8984,3163.1
acc,-0.046,0.0234,0.8867,3164.0
comp,356.96,-34.04,642.16,3167.8
acc,-0.039,-0.031,0.8828,3168.7
